588,Maldives,Malé,09/27/2032 10:56 AM,Draaco Aventura,18
630,Australia,Canberra,09/30/2028 01:41 AM,Draaco Aventura,18
672,Jamaica,Kingston,05/03/2023 01:56 AM,Draaco Aventura,18
714,Ecuador,Quito,09/18/2026 12:26 AM,Justin Bieber,6
756,Democratic Republic of the Congo,Kinshasa,11/18/2040 05:54 PM,Peer van Mladen,18
798,Jamaica,Kingston,07/03/2031 02:02 PM,Chris Janson,0
840,Guinea-Bissau,Bissau,11/13/2036 08:08 PM,One Direction,18
882,Pitcairn Islands,Adamstown,02/18/2025 11:08 PM,One Direction,18
924,Montserrat,Plymouth,01/18/2035 03:46 PM,One Direction,18
966,Spain,Madrid,08/08/2023 11:50 AM,One Direction,18
1008,Grenada,St. George's,01/11/2038 12:17 PM,Drake,0
1050,Luxembourg,Luxembourg,02/06/2027 04:07 PM,Drake,0
1092,Falkland Islands,Stanley,12/24/2037 11:57 AM,Drake,0
1134,South Sudan,Juba,02/21/2036 04:41 AM,Drake,0
1176,Northern Mariana Islands,Saipan,07/18/2039 05:47 AM,Carrie Underwood,18
1218,Greece,Athens,07/31/2026 08:31 PM,Carrie Underwood,18
1260,Serbia,Belgrade,02/27/2030 01:53 PM,Carrie Underwood,18
1302,Switzerland,Bern,08/17/2022 10:59 PM,Carrie Underwood,18
1344,Isle of Man,Douglas,04/02/2022 09:33 PM,Carrie Underwood,18
1386,Finland,Helsinki,03/10/2034 03:52 AM,Ed Sheeran,6
1428,Serbia,Belgrade,02/12/2037 03:42 AM,Taylor Swift,0
1470,Guam,Hagåtña,06/04/2039 03:31 PM,Taylor Swift,0
1512,Saint Lucia,Castries,06/27/2030 11:44 PM,Chris Brown,18
1554,Saint Lucia,Castries,11/23/2028 09:12 PM,Chris Brown,18
1596,Côte d'Ivoire,Yamoussoukro,08/06/2040 10:58 PM,Chris Brown,18
1638,Mozambique,Maputo,06/08/2023 09:38 AM,Chris Brown,18
1680,Vanuatu,Port Vila,05/04/2025 01:34 AM,Chris Brown,18
1722,Ireland,Dublin,11/29/2040 12:02 PM,Nicki Minaj,0
1764,Kuwait,Kuwait City,11/16/2040 10:32 AM,Nicki Minaj,0
1806,Greece,Athens,06/03/2037 05:14 AM,Fifth Harmony,18
1848,Panama,Panama City,01/17/2027 05:30 PM,Thomas Rhett ,6
1890,Hungary,Budapest,12/30/2036 12:51 PM,Thomas Rhett ,6
1932,Qatar,Doha,10/28/2030 06:33 AM,Eminem,18
1974,Iceland,Reykjavík,08/05/2030 11:59 PM,Eminem,18
2016,Kosovo,Pristina,07/18/2030 11:23 PM,Eminem,18
2058,Ascension Island,Georgetown,03/07/2032 10:39 PM,Eminem,18
2100,Peru,Lima,12/18/2035 07:20 AM,Beyoncé,0
2142,Guinea,Conakry,07/23/2035 07:07 AM,Beyoncé,0
2184,El Salvador,San Salvador,09/12/2038 02:55 AM,Twenty One Pilots,0
2226,Tajikistan,Dushanbe,04/18/2025 01:18 AM,Twenty One Pilots,0
2268,Christmas Island,Flying Fish Cove,07/26/2039 10:42 PM,5 Seconds Of Summer,6
2310,Philippines,Manila,07/27/2035 10:41 AM,5 Seconds Of Summer,6
2352,Burkina Faso,Ouagadougou,01/16/2039 05:16 PM,5 Seconds Of Summer,6
2394,Dominica,Roseau,03/11/2038 05:49 AM,Jason Aldean,0
2436,Libya,Tripoli,10/06/2036 03:36 AM,Jason Aldean,0
2478,Christmas Island,Flying Fish Cove,09/09/2038 02:52 PM,Jason Aldean,0
2520,Sudan,Khartoum,07/11/2025 03:52 PM,Luke Bryan,6
2562,Azerbaijan,Baku,11/26/2024 07:51 PM,Luke Bryan,6
2604,Palestine,Jerusalem,07/10/2034 02:30 PM,Blake Shelton,0
2646,Mexico,Mexico City,02/27/2030 09:38 AM,Blake Shelton,0
2688,Liberia,Monrovia,06/03/2032 03:47 PM,Rihanna,18
2730,Democratic Republic of the Congo,Kinshasa,07/10/2024 08:02 AM,Rihanna,18
2772,Bahamas,Nassau,11/24/2032 02:57 AM,Rihanna,18
2814,United Kingdom Northern Ireland,Belfast,05/08/2029 06:31 PM,Rihanna,18
2856,Mauritania,Nouakchott,07/25/2040 03:56 AM,Rihanna,18
2898,Georgia,Tbilisi,06/08/2027 03:52 PM,Elvis Presley,6
2940,Scotland,Edinburgh,12/27/2031 06:46 PM,Elvis Presley,6
2982,China,Beijing,08/23/2027 12:54 AM,Elvis Presley,6
3024,Italy,Rome,04/05/2024 01:54 AM,Elvis Presley,6
3066,China,Beijing,10/18/2040 05:23 AM,Elvis Presley,6
3108,Zambia,Lusaka,01/25/2034 03:21 AM,Ariana Grande,6
3150,Cayman Islands,George Town,01/15/2027 06:11 AM,Ariana Grande,6
3192,Macedonia,Skopje,04/23/2038 01:54 PM,JD Shelburne,18
3234,Qatar,Doha,04/14/2022 10:27 PM,Lil Wayne,0
3276,Vanuatu,Port Vila,04/13/2023 02:53 PM,Lil Wayne,0
3318,South Korea,Seoul,08/06/2035 06:46 AM,Lil Wayne,0
3360,Faroe Islands,Tórshavn,02/14/2032 06:07 PM,Lil Wayne,0
3402,Niger,Niamey,08/10/2033 02:22 PM,Demi Lovato,0
3444,East Timor (Timor-Leste),Dili,12/10/2029 07:45 PM,Maroon 5,6
3486,Bolivia,Sucre,03/28/2036 08:29 AM,Maroon 5,6
3528,South Sudan,Juba,09/06/2037 12:28 AM,Maroon 5,6
3570,Uganda,Kampala,09/05/2026 07:20 AM,Maroon 5,6
3612,Angola,Luanda,04/29/2028 09:33 PM,Maroon 5,6
3654,Bahrain,Manama,03/25/2040 11:51 AM,George Strait,0
3696,Sint Maarten,Philipsburg,03/25/2026 08:05 AM,George Strait,0
3738,Wales,Cardiff,11/26/2025 06:34 PM,Wiz Khalifa,18
3780,Finland,Helsinki,01/28/2028 01:47 PM,Wiz Khalifa,18
3822,Uzbekistan,Tashkent,04/02/2035 02:51 PM,Wiz Khalifa,18
3864,Sudan,Khartoum,02/11/2031 10:47 AM,Wiz Khalifa,18
3906,Singapore,Singapore,04/02/2035 04:29 PM,Miranda Lambert,6
3948,Pakistan,Islamabad,02/28/2034 08:08 PM,Miranda Lambert,6
3990,Croatia,Zagreb,11/02/2027 07:57 AM,Miranda Lambert,6
4032,Mexico,Mexico City,07/27/2036 10:49 AM,Katy Perry,18
4074,Bulgaria,Sofia,04/03/2025 11:36 AM,Katy Perry,18
4116,Belize,Belmopan,10/09/2033 06:55 PM,Katy Perry,18
4158,Laos,Vientiane,09/11/2034 11:06 AM,Katy Perry,18
4200,Papua New Guinea,Port Moresby,07/31/2024 10:16 PM,Miley Cyrus,6
4242,Vatican City,Vatican City,07/12/2024 01:08 AM,Miley Cyrus,6
4284,Sri Lanka,Sri Jayawardenapura Kotte,03/18/2031 08:01 AM,Tim McGraw,6
4326,Panama,Panama City,08/04/2030 08:09 PM,The Weeknd,6
4368,Uganda,Kampala,10/17/2037 03:08 AM,Macklemore & Ryan Lewis,6
4410,Lebanon,Beirut,05/29/2032 12:37 AM,Macklemore & Ryan Lewis,6
4452,Nicaragua,Managua,11/18/2029 02:06 PM,Ellie Goulding,18
4494,Botswana,Gaborone,01/31/2022 08:21 AM,Michael Jackson,6
4536,South Georgia and the South Sandwich Islands,Grytviken,10/23/2039 11:59 AM,Michael Jackson,6
4578,Madagascar,Antananarivo,01/18/2029 11:07 AM,Rascal Flatts,6
4620,Kiribati,Tarawa,06/26/2036 11:31 PM,Britney Spears,18
4662,Azerbaijan,Baku,02/28/2040 04:06 PM,Britney Spears,18
4704,Cambodia,Phnom Penh,08/02/2034 02:02 PM,Britney Spears,18
4746,Lesotho,Maseru,05/02/2032 06:25 AM,Britney Spears,18
4788,Kyrgyzstan,Bishkek,09/26/2039 01:58 PM,Britney Spears,18
4830,Laos,Vientiane,02/25/2024 12:29 PM,Zac Brown Band,18
4872,Azerbaijan,Baku,09/22/2034 08:37 PM,Hearty2Raw,0
4914,Samoa,Apia,02/26/2040 07:02 PM,Hearty2Raw,0
4956,South Ossetia,Tskhinvali,11/19/2027 02:35 AM,Hearty2Raw,0
4998,Niue,Alofi,09/22/2036 11:31 PM,Future,18
5040,Ireland,Dublin,09/22/2034 10:36 PM,Future,18
5082,Vietnam,Hanoi,04/03/2022 08:01 AM,Future,18
5124,Mexico,Mexico City,03/27/2038 09:30 AM,Future,18
5166,Peru,Lima,07/01/2027 04:50 AM,Future,18
5208,Vatican City,Vatican City,01/27/2022 10:02 AM,Lady Antebellum,6
5250,Latvia,Riga,09/11/2024 08:12 PM,Janet Jackson,18
5292,Vatican City,Vatican City,11/07/2027 09:11 PM,Janet Jackson,18
5334,Monaco,Monaco,06/04/2038 09:10 AM,Keith Urban,18
5376,Pakistan,Islamabad,04/12/2031 11:19 PM,Keith Urban,18
5418,Republic of the Congo,Brazzaville,12/16/2040 04:30 AM,Keith Urban,18
5460,Singapore,Singapore,05/30/2040 04:15 PM,Keith Urban,18
5502,Iraq,Baghdad,08/25/2025 11:38 AM,Keith Urban,18
5544,South Georgia and the South Sandwich Islands,Grytviken,11/13/2033 08:04 AM,Tori Kelly,6
5586,Bosnia and Herzegovina,Sarajevo,09/01/2025 11:53 AM,2Pac,6
5628,Saint Helena,Jamestown,07/31/2035 10:12 AM,Ciara,6
5670,Côte d'Ivoire,Yamoussoukro,02/06/2035 06:25 PM,Ciara,6
5712,South Georgia and the South Sandwich Islands,Grytviken,10/05/2028 05:14 AM,Ciara,6
5754,Laos,Vientiane,04/26/2037 12:47 AM,Ciara,6
5796,Sri Lanka,Sri Jayawardenapura Kotte,08/23/2022 06:24 PM,Old Dominion,0
5838,Poland,Warsaw,03/05/2039 02:09 AM,Old Dominion,0
5880,Guatemala,Guatemala City,01/02/2029 01:50 PM,Randy Houser,18
5922,South Georgia and the South Sandwich Islands,Grytviken,12/17/2024 06:16 PM,Randy Houser,18
5964,Saint Barthélemy,Gustavia,04/13/2025 07:23 PM,Randy Houser,18
6006,Maldives,Malé,10/19/2023 01:52 AM,Eric Church,0
6048,China,Beijing,04/21/2023 09:15 AM,Eric Church,0
6090,Singapore,Singapore,09/08/2023 11:26 PM,Shakira,18
6132,Libya,Tripoli,11/22/2025 12:43 AM,Little Big Town,18
6174,Honduras,Tegucigalpa,08/16/2022 04:21 PM,Little Big Town,18
6216,Saint Pierre and Miquelon,St. Pierre,06/07/2024 05:29 AM,Little Big Town,18
6258,Namibia,Windhoek,03/03/2039 08:43 AM,Rick Ross,18
6300,Central African Republic,Bangui,11/14/2031 05:32 PM,Rick Ross,18
6342,Finland,Helsinki,03/02/2035 06:35 AM,Toby Keith,18
6384,Nagorno-Karabakh Republic,Stepanakert,11/16/2039 06:51 AM,Toby Keith,18
6426,South Ossetia,Tskhinvali,06/18/2028 03:51 AM,Toby Keith,18
6468,Angola,Luanda,12/20/2024 06:31 PM,Toby Keith,18
6510,Honduras,Tegucigalpa,04/25/2024 11:40 PM,Brian Collins,6
6552,Easter Island,Hanga Roa,04/05/2036 06:50 AM,Brian Collins,6
6594,Sweden,Stockholm,06/27/2038 06:06 AM,Brian Collins,6
6636,Kyrgyzstan,Bishkek,06/19/2029 10:48 PM,Brian Collins,6
6678,Laos,Vientiane,07/06/2040 08:35 AM,Sia,6
6720,Faroe Islands,Tórshavn,06/04/2040 08:25 AM,Sia,6
6762,Chad,N'Djamena,04/25/2029 08:52 AM,Sia,6
6804,Pakistan,Islamabad,02/24/2028 12:25 PM,Dixie Chicks,18
6846,Montserrat,Plymouth,01/19/2025 05:31 PM,Dixie Chicks,18
6888,Guinea-Bissau,Bissau,03/28/2028 06:24 PM,Dixie Chicks,18
6930,Sint Maarten,Philipsburg,08/13/2032 07:47 AM,Kanye West,6
6972,Papua New Guinea,Port Moresby,10/27/2035 07:17 AM,Kanye West,6
7014,Chile,Santiago,03/02/2033 09:00 PM,Kanye West,6
7056,Saudi Arabia,Riyadh,08/28/2029 06:32 PM,Shania Twain,18
7098,Greece,Athens,08/15/2039 01:27 AM,Enrique Iglesias,6
7140,United States,"Washington, D.C.",07/29/2025 08:09 AM,Enrique Iglesias,6
7182,Slovakia,Bratislava,04/16/2029 10:34 AM,Enrique Iglesias,6
7224,Cocos (Keeling) Islands,West Island,09/30/2023 09:22 AM,Enrique Iglesias,6
7266,Zimbabwe,Harare,11/24/2025 02:38 PM,Enrique Iglesias,6
7308,Zimbabwe,Harare,09/13/2029 05:24 PM,Kellie Pickler,0
7350,São Tomé and Príncipe,São Tomé,10/21/2040 11:13 AM,Kellie Pickler,0
7392,Montenegro,Podgorica,08/19/2036 09:56 AM,Kelsea Ballerini,18
7434,Liechtenstein,Vaduz,09/12/2040 08:35 PM,Kelsea Ballerini,18
7476,Gambia,Banjul,09/22/2037 09:16 PM,Kelsea Ballerini,18
7518,Denmark,Copenhagen,04/12/2032 01:59 AM,Lana Del Rey,0
7560,Tuvalu,Funafuti,08/13/2032 11:58 PM,Freddie Mercury,6
7602,Iceland,Reykjavík,02/06/2027 09:36 AM,Freddie Mercury,6
7644,Eritrea,Asmara,04/07/2035 03:50 PM,Freddie Mercury,6
7686,Tunisia,Tunis,09/07/2028 08:16 PM,Freddie Mercury,6
7728,Belgium,Brussels,07/02/2035 12:26 AM,Martin Garrix,0
7770,Akrotiri and Dhekelia,Episkopi Cantonment,03/21/2031 03:14 AM,Martin Garrix,0
7812,Latvia,Riga,10/31/2037 12:48 AM,Martin Garrix,0
7854,Estonia,Tallinn,10/17/2031 07:31 PM,Martin Garrix,0
7896,Ecuador,Quito,05/24/2036 12:31 AM,Brett Eldredge,6
7938,Haiti,Port-au-Prince,02/10/2033 10:41 PM,Brett Eldredge,6
7980,Ireland,Dublin,06/27/2027 08:12 PM,Brett Eldredge,6
8022,Solomon Islands,Honiara,04/10/2034 03:04 AM,Brett Eldredge,6
8064,Lebanon,Beirut,08/29/2026 06:36 AM,Brett Eldredge,6
8106,Ukraine,Kiev,06/18/2026 12:08 PM,Trey Songz,6
8148,Cook Islands,Avarua,10/22/2032 12:30 PM,Trey Songz,6
8190,Western Sahara,El Aaiún,10/07/2028 02:43 PM,Trey Songz,6
8232,Jersey,St. Helier,08/31/2028 08:59 AM,Mariah Carey,18
8274,Pakistan,Islamabad,08/20/2039 01:34 AM,Mariah Carey,18
8316,Kosovo,Pristina,11/30/2028 12:05 PM,Jennifer Lopez,0
8358,Somalia,Mogadishu,12/22/2025 03:17 AM,Jennifer Lopez,0
8400,Montserrat,Plymouth,02/04/2030 07:34 AM,Shawn Mendes,6
8442,Panama,Panama City,09/21/2028 09:07 AM,Shawn Mendes,6
8484,Italy,Rome,05/17/2035 06:30 AM,Shawn Mendes,6
8526,Senegal,Dakar,03/15/2030 08:52 PM,Shawn Mendes,6
8568,Philippines,Manila,09/04/2032 09:52 PM,Shawn Mendes,6
8610,Canada,Ottawa,09/30/2040 10:48 AM,Halsey,0
8652,Libya,Tripoli,06/27/2028 08:38 AM,Halsey,0
8694,Bulgaria,Sofia,11/10/2029 09:54 AM,Halsey,0
8736,Akrotiri and Dhekelia,Episkopi Cantonment,09/07/2024 06:14 AM,Halsey,0
8778,Kiribati,Tarawa,12/19/2032 09:07 AM,Kurt Stevens,0
8820,China,Beijing,02/03/2038 05:17 PM,Kurt Stevens,0
8862,Brunei,Bandar Seri Begawan,05/29/2031 03:46 AM,R. Kelly,0
8904,El Salvador,San Salvador,07/26/2026 02:19 PM,R. Kelly,0
8946,Mali,Bamako,02/22/2032 05:51 PM,R. Kelly,0
8988,Monaco,Monaco,12/17/2027 03:22 AM,R. Kelly,0
9030,China,Beijing,10/04/2026 12:57 PM,R. Kelly,0
9072,Vietnam,Hanoi,11/10/2025 02:05 PM,50 Cent,6
9114,Romania,Bucharest,07/24/2025 02:53 PM,50 Cent,6
9156,Ireland,Dublin,08/22/2028 05:05 AM,50 Cent,6
9198,Turkmenistan,Ashgabat,06/11/2024 10:04 PM,50 Cent,6
9240,South Korea,Seoul,11/27/2022 05:11 PM,Kenny Chesney,0
9282,North Korea,Pyongyang,01/18/2038 03:19 PM,Kenny Chesney,0
9324,Turks and Caicos Islands,Cockburn Town,03/22/2035 08:01 PM,Linkin Park,0
9366,Mexico,Mexico City,09/19/2024 08:26 AM,Linkin Park,0
9408,Latvia,Riga,07/05/2031 12:12 PM,Linkin Park,0
9450,Brunei,Bandar Seri Begawan,12/07/2028 02:53 AM,Linkin Park,0
9492,South Korea,Seoul,09/29/2026 02:46 PM,Akon,6
9534,Croatia,Zagreb,11/01/2030 05:01 PM,Akon,6
9576,Suriname,Paramaribo,08/07/2023 05:37 PM,Akon,6
9618,Côte d'Ivoire,Yamoussoukro,04/21/2040 01:44 AM,Akon,6
9660,Palestine,Jerusalem,02/20/2038 05:25 PM,Avenged Sevenfold,0
9702,Northern Cyprus,Nicosia,01/31/2022 10:44 AM,Avenged Sevenfold,0
9744,Moldova,Chisinau,04/18/2031 04:49 AM,Avenged Sevenfold,0
9786,United Arab Emirates,Abu Dhabi,05/07/2026 02:29 PM,John Legend,0
9828,Sint Maarten,Philipsburg,09/17/2026 04:49 AM,John Legend,0
9870,Republic of China (Taiwan),Taipei,11/24/2035 10:12 PM,John Legend,0
9912,North Korea,Pyongyang,11/15/2023 04:13 PM,John Legend,0
9954,Bahamas,Nassau,01/17/2023 01:20 AM,Cole Swindell,6
9996,New Caledonia,Nouméa,01/15/2028 02:10 AM,Cole Swindell,6
10038,Mali,Bamako,05/25/2034 08:38 AM,Cole Swindell,6
10080,Grenada,St. George's,10/08/2027 02:57 AM,Cole Swindell,6
10122,Turks and Caicos Islands,Cockburn Town,04/09/2023 01:37 PM,Jewel,0
10164,Eritrea,Asmara,03/13/2026 08:18 AM,Jewel,0
10206,Angola,Luanda,08/21/2024 08:59 AM,Jewel,0
10248,Israel,Jerusalem,08/13/2022 08:22 PM,Jewel,0
10290,Portugal,Lisbon,10/29/2031 09:02 AM,Chris Young,0
10332,Norfolk Island,Kingston,03/18/2038 01:11 AM,Hunter Hayes,0
10374,Bahrain,Manama,05/09/2032 02:39 AM,Hunter Hayes,0
10416,Jordan,Amman,07/29/2030 02:22 PM,Hunter Hayes,0
10458,Republic of China (Taiwan),Taipei,02/02/2028 08:39 AM,Hunter Hayes,0
10500,Somalia,Mogadishu,05/07/2031 01:00 AM,Canaan Smith,6
10542,Somaliland,Hargeisa,03/21/2030 06:42 AM,Canaan Smith,6
10584,Thailand,Bangkok,01/07/2036 07:12 AM,Canaan Smith,6
10626,Singapore,Singapore,06/10/2028 01:53 AM,Canaan Smith,6
10668,Burundi,Bujumbura,04/20/2032 08:40 AM,Madonna,6
10710,Estonia,Tallinn,06/15/2025 03:09 AM,Madonna,6
10752,British Virgin Islands,Road Town,03/12/2028 10:21 AM,Madonna,6
10794,Haiti,Port-au-Prince,01/15/2028 10:53 AM,Madonna,6
10836,Western Sahara,El Aaiún,04/22/2024 04:54 AM,Albert Phillips,6
10878,Saint Barthélemy,Gustavia,08/11/2033 02:06 PM,Albert Phillips,6
10920,Ukraine,Kiev,10/16/2038 04:35 PM,Albert Phillips,6
10962,Chad,N'Djamena,11/17/2025 08:33 PM,Coldplay,6
11004,Rwanda,Kigali,08/28/2040 02:34 AM,Coldplay,6
11046,United Kingdom Northern Ireland,Belfast,06/27/2032 09:21 AM,Coldplay,6
11088,South Georgia and the South Sandwich Islands,Grytviken,08/27/2027 12:14 PM,Coldplay,6
11130,Nagorno-Karabakh Republic,Stepanakert,07/12/2033 04:25 AM,Jay Z,0
11172,Jordan,Amman,08/03/2038 10:21 AM,Jay Z,0
11214,French Guiana,Cayenne,10/19/2036 06:32 AM,Jay Z,0
11256,Mauritania,Nouakchott,02/01/2036 05:05 PM,Lady Gaga,0
11298,Zambia,Lusaka,02/12/2036 05:35 PM,Lady Gaga,0
11340,British Virgin Islands,Road Town,09/08/2030 11:06 PM,Lady Gaga,0
11382,Belize,Belmopan,11/22/2039 05:25 PM,Iggy Azalea,6
11424,Ukraine,Kiev,01/17/2038 01:29 AM,Iggy Azalea,6
11466,Western Sahara,El Aaiún,02/04/2040 11:13 AM,Iggy Azalea,6
11508,Oman,Muscat,06/23/2027 08:00 AM,Iggy Azalea,6
11550,Nicaragua,Managua,02/05/2040 12:11 PM,Chase Rice,18
11592,Ireland,Dublin,07/31/2038 01:18 PM,Danielle Bradbery,0
11634,Tanzania,Dodoma,01/16/2034 01:56 AM,Danielle Bradbery,0
11676,Lebanon,Beirut,02/14/2031 10:47 AM,Danielle Bradbery,0
11718,Lesotho,Maseru,09/04/2038 03:17 AM,Dustin Lynch,18
11760,Turkey,Ankara,08/05/2037 05:03 PM,Dustin Lynch,18
11802,India,New Delhi,01/29/2028 02:59 AM,Dustin Lynch,18
11844,Bosnia and Herzegovina,Sarajevo,04/15/2032 05:39 AM,Dustin Lynch,18
11886,Chad,N'Djamena,02/15/2030 10:56 AM,Kacey Musgraves,6
11928,Spain,Madrid,05/10/2034 12:50 AM,Kacey Musgraves,6
11970,United Kingdom; England,London,06/17/2023 08:18 PM,Kacey Musgraves,6
12012,Cuba,Havana,01/14/2029 06:07 AM,Kacey Musgraves,6
12054,Romania,Bucharest,09/24/2036 03:15 AM,Alan Jackson,0
12096,Comoros,Moroni,07/21/2033 10:28 PM,Backstreet Boys,0
12138,Tanzania,Dodoma,06/09/2022 12:54 PM,The Vamps,6
12180,Bahrain,Manama,09/15/2025 08:19 PM,The Vamps,6
12222,Latvia,Riga,07/17/2023 05:56 PM,Kendrick Lamar,6
12264,Cyprus,Nicosia,09/01/2035 09:53 PM,Becky G,18
12306,Wales,Cardiff,12/05/2040 08:53 PM,Becky G,18
12348,Bolivia,Sucre,05/29/2030 04:03 PM,Becky G,18
12390,Switzerland,Bern,10/29/2024 10:36 AM,Becky G,18
12432,Bolivia,La Paz,03/16/2038 06:27 PM,Josh Turner,0
12474,Australia,Canberra,08/11/2036 01:29 AM,Brad Paisley,0
12516,Nauru,Yaren,06/30/2022 09:00 AM,Brad Paisley,0
12558,Montserrat,Plymouth,11/21/2027 08:34 AM,Brad Paisley,0
12600,North Korea,Pyongyang,01/08/2032 06:20 PM,Brad Paisley,0
12642,Paraguay,Asunción,07/25/2022 08:29 PM,Gwen Stefani,18
12684,Wallis and Futuna,Mata-Utu,12/22/2033 06:15 AM,Mikel Knight,18
12726,Western Sahara,El Aaiún,08/16/2022 10:58 AM,Mikel Knight,18
12768,Kosovo,Pristina,08/19/2033 04:56 PM,Mikel Knight,18
12810,South Georgia and the South Sandwich Islands,Grytviken,05/02/2034 08:39 PM,Mikel Knight,18
12852,Honduras,Tegucigalpa,11/14/2027 10:15 AM,Mikel Knight,18
12894,Kosovo,Pristina,09/11/2028 12:58 AM,Rachel Platten,18
12936,San Marino,San Marino,12/10/2025 02:12 AM,Rachel Platten,18
12978,Bhutan,Thimphu,09/29/2032 08:40 AM,Rachel Platten,18
13020,Guernsey,St. Peter Port,10/03/2022 09:39 AM,Reba McEntire,6
13062,Thailand,Bangkok,02/27/2026 10:32 AM,Reba McEntire,6
13104,South Ossetia,Tskhinvali,06/22/2027 07:15 PM,Reba McEntire,6
13146,Saint Vincent and the Grenadines,Kingstown,04/13/2036 02:51 PM,Reba McEntire,6
13188,Zambia,Lusaka,06/02/2023 05:55 PM,Darius Rucker,18
13230,Easter Island,Hanga Roa,07/01/2027 06:13 PM,Darius Rucker,18
13272,Côte d'Ivoire,Yamoussoukro,10/14/2029 07:51 PM,Darius Rucker,18
13314,French Polynesia,Papeete,06/15/2032 03:11 AM,Darius Rucker,18
13356,Lithuania,Vilnius,02/26/2025 11:09 PM,Darius Rucker,18
13398,Belgium,Brussels,05/25/2036 09:22 AM,Florida Georgia Line,0
13440,Liechtenstein,Vaduz,06/12/2025 10:59 PM,Florida Georgia Line,0
13482,Italy,Rome,01/18/2030 02:24 AM,Florida Georgia Line,0
13524,Saudi Arabia,Riyadh,07/17/2026 05:41 PM,Florida Georgia Line,0
13566,Fiji,Suva,12/27/2039 03:41 PM,Barbra Streisand,6
13608,Poland,Warsaw,07/10/2026 06:51 PM,Barbra Streisand,6
13650,Tanzania,Dodoma,03/01/2023 05:43 PM,Barbra Streisand,6
13692,Iceland,Reykjavík,12/01/2023 11:42 PM,Barbra Streisand,6
13734,Myanmar,Naypyidaw,05/12/2023 11:38 AM,Fall Out Boy,6
13776,Pakistan,Islamabad,01/11/2039 06:56 AM,K. Michelle,0
13818,Niger,Niamey,06/13/2038 06:39 PM,BLACKBEAR,6
13860,Faroe Islands,Tórshavn,02/05/2022 10:10 PM,BLACKBEAR,6
13902,Dominican Republic,Santo Domingo,02/01/2035 08:55 PM,BLACKBEAR,6
13944,Solomon Islands,Honiara,01/01/2033 09:08 PM,Calvin Harris,0
13986,Argentina,Buenos Aires,09/23/2035 11:36 AM,Calvin Harris,0
14028,Kiribati,Tarawa,06/12/2023 09:59 AM,Calvin Harris,0
14070,Guernsey,St. Peter Port,03/17/2027 12:04 AM,Jana Kramer,0
14112,Palestine,Jerusalem,04/01/2026 11:15 AM,Jana Kramer,0
14154,Marshall Islands,Majuro,12/30/2040 01:29 AM,Kenny Rogers,0
14196,Albania,Tirana,08/08/2031 08:53 AM,Kenny Rogers,0
14238,Papua New Guinea,Port Moresby,03/23/2039 03:22 AM,Rita Ora,6
14280,Oman,Muscat,08/19/2025 03:38 AM,Rita Ora,6
14322,Romania,Bucharest,09/22/2039 12:30 PM,Rita Ora,6
14364,Bulgaria,Sofia,06/05/2039 09:00 PM,Rita Ora,6
14406,Republic of the Congo,Brazzaville,02/05/2023 09:50 PM,Rita Ora,6
14448,Gambia,Banjul,08/14/2027 12:25 PM,TLC,0
14490,Kiribati,Tarawa,03/13/2037 02:13 PM,TLC,0
14532,South Georgia and the South Sandwich Islands,Grytviken,05/13/2035 10:19 AM,TLC,0
14574,Transnistria,Tiraspol,12/03/2031 01:32 PM,TLC,0
